,Name,New_Price
1199,Skoda Octavia L and K 1.9 TDI MT," Rs. 5.98 - 8.62 Lakh
"
1200,Hyundai Getz GVS," Rs. 5.98 - 8.62 Lakh
"
1201,Hyundai i20 Sportz Option Diesel," Rs. 11.11 - 20.50 Lakh
"
1202,Mahindra XUV500 AT W10 AWD," Rs. 11.11 - 20.50 Lakh
"
1203,Mahindra Bolero SLX 2WD," Rs. 7.99 - 15.57 Lakh
"
1204,Renault Scala RxL AT," Rs. 7.99 - 15.57 Lakh
"
1205,Land Rover Freelander 2 HSE SD4," Rs. 6.10 - 8.98 Lakh
"
1206,Tata Indigo XL Classic Dicor," Rs. 6.10 - 8.98 Lakh
"
1207,Nissan Micra XV," Rs. 5.83 - 8.03 Lakh
"
1208,Honda CR-V 2.0 AT," Rs. 5.83 - 8.03 Lakh
"
1211,Hyundai Elite i20 Petrol Sportz," Rs. 19.99 - 26.82 Lakh
"
1212,BMW 5 Series 2003-2012 530d," Rs. 19.99 - 26.82 Lakh
"
1213,Honda Accord VTi-L MT," Rs. 72.90 Lakh
"
1214,Mahindra Xylo D4 BS III," Rs. 72.90 Lakh
"
1215,Volkswagen Passat 1.8 TSI MT," Rs. 7.99 - 15.57 Lakh
"
1216,Skoda Rapid 1.6 MPI AT Ambition Plus Alloy," Rs. 7.99 - 15.57 Lakh
"
1217,Mahindra Quanto C4," Rs. 7.89 - 14.40 Lakh
"
1218,Hyundai Sonata Transform 2.4 GDi AT," Rs. 7.89 - 14.40 Lakh
"
1219,Maruti Ertiga SHVS ZDI Plus," Rs. 15.34 - 17.91 Lakh
"
1220,Hyundai Xcent 1.1 CRDi S Option," Rs. 15.34 - 17.91 Lakh
"
1221,Mitsubishi Pajero 4X4 LHD," Rs. 11.11 - 20.50 Lakh
"
1222,Honda Brio EX MT," Rs. 11.11 - 20.50 Lakh
"
1223,Hyundai i20 Asta Option 1.4 CRDi," Rs. 6.21 - 10.51 Lakh
"
1224,Honda Amaze S i-VTEC," Rs. 6.21 - 10.51 Lakh
"
1225,Mahindra KUV 100 mFALCON G80 K6 Plus," Rs. 8.19 - 11.29 Lakh
"
1226,Volkswagen Polo 1.2 MPI Comfortline," Rs. 8.19 - 11.29 Lakh
"
1227,Jaguar XJ 3.0L Premium Luxury," Rs. 11.56 - 19.40 Lakh
"
1228,Hyundai Verna 1.4 EX," Rs. 11.56 - 19.40 Lakh
"
1229,Hyundai Grand i10 Asta Option AT," Rs. 6.21 - 10.51 Lakh
"
1230,Nissan Teana 230jM," Rs. 6.21 - 10.51 Lakh
"
1231,Land Rover Discovery Sport SD4 HSE Luxury 7S," Rs. 6.14 - 11.92 Lakh
"
1232,Mahindra Scorpio VLX 4WD AIRBAG AT BSIV," Rs. 6.14 - 11.92 Lakh
"
1233,Datsun GO Plus T," Rs. 13.99 - 24.89 Lakh
"
1234,Mahindra Scorpio S6 Plus 7 Seater," Rs. 13.99 - 24.89 Lakh
"
1235,Hyundai Verna 1.4 CX VTVT," Rs. 14.49 Lakh
"
1236,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel," Rs. 14.49 Lakh
"
1237,Maruti S Cross DDiS 200 Delta," Rs. 7.89 - 14.40 Lakh
"
1238,Ford Figo 2015-2019 1.5D Titanium MT," Rs. 7.89 - 14.40 Lakh
"
1239,Maruti Swift LXi BSIV," Rs. 5.23 - 8.37 Lakh
"
1240,Mercedes-Benz CLS-Class 2006-2010 350 CDI," Rs. 5.23 - 8.37 Lakh
"
1243,Maruti Wagon R LX DUO BSIII," Rs. 7.91 - 11.69 Lakh
"
1244,Hyundai Xcent 1.2 VTVT E Plus," Rs. 7.91 - 11.69 Lakh
"
1245,Maruti Alto 800 LXI Airbag," Rs. 6.21 - 10.51 Lakh
"
1246,Hyundai Creta 1.4 E Plus Diesel," Rs. 6.21 - 10.51 Lakh
"
1247,Skoda Rapid 1.6 TDI Elegance," Rs. 12.69 Lakh
"
1248,ISUZU D-MAX V-Cross 4X4," Rs. 12.69 Lakh
"
1249,Hyundai Verna 1.4 CRDi GL," Rs. 21.20 - 30.96 Lakh
"
1250,Ford Figo Aspire 1.5 TDCi Ambiente," Rs. 21.20 - 30.96 Lakh
"
1251,Hyundai Verna VTVT 1.6 AT EX," Rs. 5.23 - 8.37 Lakh
"
1252,Honda CR-V Sport," Rs. 5.23 - 8.37 Lakh
"
1253,Hyundai i20 2015-2017 Sportz AT 1.4," Rs. 11.11 - 20.50 Lakh
"
1254,Maruti SX4 Zxi with Leather BSIII," Rs. 11.11 - 20.50 Lakh
"
1255,Honda Brio VX," Rs. 7.52 - 13.04 Lakh
"
1256,Tata Safari Storme 2012-2015 VX," Rs. 7.52 - 13.04 Lakh
"
1257,BMW 5 Series 530d Highline Sedan," Rs. 15.50 - 27.25 Lakh
"
1258,Ford Fiesta 1.4 ZXi Duratec," Rs. 15.50 - 27.25 Lakh
"
1259,Renault Fluence 1.5," Rs. 7.91 - 11.69 Lakh
"
1260,Honda Mobilio V Option i DTEC," Rs. 7.91 - 11.69 Lakh
"
1261,Chevrolet Captiva LT," Rs. 21.20 - 30.96 Lakh
"
1262,Maruti Alto 800 2016-2019 LXI Optional," Rs. 21.20 - 30.96 Lakh
"
1263,Volvo S60 D5 Summum," Rs. 4.23 - 6.21 Lakh
"
1264,Maruti Esteem Vxi," Rs. 4.23 - 6.21 Lakh
"
1265,Honda City ZX EXi," Rs. 11.19 - 20.15 Lakh
"
1266,Mercedes-Benz E-Class 250 D W 210," Rs. 11.19 - 20.15 Lakh
"
1269,Hyundai i20 2015-2017 1.2 Magna," Rs. 36.33 Lakh
"
1270,Maruti Baleno RS 1.0 Petrol," Rs. 36.33 Lakh
"
1271,Nissan Sunny 2011-2014 XL AT Special Edition," Rs. 7.52 Lakh
"
1272,Mahindra Xylo E4 ABS BS III," Rs. 7.52 Lakh
"
1273,Nissan X-Trail SLX MT," Rs. 7.99 - 15.57 Lakh
"
1274,Hyundai Creta 1.4 CRDi S," Rs. 7.99 - 15.57 Lakh
"
1275,Hyundai Verna 1.6 CRDI SX Option," Rs. 11.11 - 20.50 Lakh
"
1276,Ford Fiesta 1.6 ZXi Leather," Rs. 11.11 - 20.50 Lakh
"
1277,Ford Endeavour Hurricane LE," Rs. 7.91 - 11.69 Lakh
"
1278,Skoda Octavia Ambiente 1.9 TDI," Rs. 7.91 - 11.69 Lakh
"
1281,Volkswagen Ameo 1.2 MPI Highline Plus 16," Rs. 11.19 - 20.15 Lakh
"
1282,Renault Fluence 2.0," Rs. 11.19 - 20.15 Lakh
"
1283,Maruti Alto Std," Rs. 15.97 - 17.69 Lakh
"
1284,Fiat Linea 1.3 Emotion," Rs. 15.97 - 17.69 Lakh
"
1285,Land Rover Discovery 3 TDV6 Diesel Automatic," Rs. 7.19 Lakh
"
1286,Maruti Dzire New," Rs. 7.19 Lakh
"
1289,Chevrolet Optra Magnum 2.0 LS BSIII," Rs. 5.98 - 8.62 Lakh
"
1290,Maruti Celerio ZXI," Rs. 5.98 - 8.62 Lakh
"
1291,Nissan Terrano XV 110 PS Limited Edition," Rs. 5.64 - 7.37 Lakh
"
1292,Honda Accord VTi-L AT," Rs. 5.64 - 7.37 Lakh
"
1293,Fiat Grande Punto 1.2 Dynamic," Rs. 11.19 - 20.15 Lakh
"
1294,Maruti Ertiga LXI," Rs. 11.19 - 20.15 Lakh
"
1295,Toyota Corolla Altis 1.8 G CNG," Rs. 8.84 - 13.13 Lakh
"
1296,Maruti Ignis 1.3 Zeta," Rs. 8.84 - 13.13 Lakh
"
1297,Tata Indigo CS eGVX," Rs. 5.85 - 8.26 Lakh
"
1298,Mercedes-Benz S-Class 320 L," Rs. 5.85 - 8.26 Lakh
"
1301,Nissan Micra Diesel XL," Rs. 28.36 - 29.93 Lakh
"
1302,Hyundai Verna 1.6 VTVT AT SX," Rs. 28.36 - 29.93 Lakh
"
1303,Renault KWID AMT RXL," Rs. 11.07 - 17.55 Lakh
"
1304,Ford Figo 2015-2019 1.5D Ambiente MT," Rs. 11.07 - 17.55 Lakh
"
1305,Nissan Micra Diesel XV Primo," Rs. 5.23 - 8.37 Lakh
"
1306,Skoda Octavia Style Plus 2.0 TDI AT," Rs. 5.23 - 8.37 Lakh
"
1309,Honda Accord 2.4 Inspire M/T," Rs. 46.99 - 55.84 Lakh
"
1310,Hyundai i20 Asta Optional with Sunroof 1.2," Rs. 46.99 - 55.84 Lakh
"
1311,Fiat Punto 1.3 Emotion," Rs. 7.04 - 11.25 Lakh
"
1312,Maruti Swift RS VDI," Rs. 7.04 - 11.25 Lakh
"
1313,Volkswagen Passat 2.0 PD DSG," Rs. 11.19 - 20.15 Lakh
"
1314,Honda CR-V 2.4 4WD AT," Rs. 11.19 - 20.15 Lakh
"
1315,Mercedes-Benz R-Class R350 4Matic Long," Rs. 11.11 - 20.50 Lakh
"
1316,Toyota Etios Cross 1.4 GD," Rs. 11.11 - 20.50 Lakh
"
1317,Tata Indica Vista TDI LX," Rs. 6.45 - 8.27 Lakh
"
1318,Skoda Octavia Rider Classic 1.9 TDI," Rs. 6.45 - 8.27 Lakh
"
1321,Ford Ecosport 1.0 Ecoboost Titanium," Rs. 7.89 - 14.40 Lakh
"
1322,Tata Indica V2 DLG TC," Rs. 7.89 - 14.40 Lakh
"
1323,Maruti Baleno LXI - BSIII," Rs. 3.77 - 5.11 Lakh
"
1324,Maruti Celerio VXI AT Optional," Rs. 3.77 - 5.11 Lakh
"
1325,Ford Classic 1.4 Duratorq Titanium," Rs. 11.19 - 20.15 Lakh
"
1326,Maruti Ciaz ZDi," Rs. 11.19 - 20.15 Lakh
"
1327,Audi A4 3.0 TDI Quattro," Rs. 9.41 - 12.47 Lakh
"
1328,Mitsubishi Pajero Sport 4X4 AT," Rs. 9.41 - 12.47 Lakh
"
1329,Toyota Corolla Altis JS MT," Rs. 28.36 - 29.93 Lakh
"
1330,Skoda Yeti Ambition 4WD," Rs. 28.36 - 29.93 Lakh
"
1331,Hyundai i20 1.2 Asta with AVN," Rs. 7.89 - 14.40 Lakh
"
1332,Mercedes-Benz S-Class 280 AT," Rs. 7.89 - 14.40 Lakh
"
1335,Fiat Grande Punto EVO 1.3 Active," Rs. 13.99 - 24.89 Lakh
"
1336,Maruti Eeco Smiles 5 Seater AC," Rs. 13.99 - 24.89 Lakh
"
1337,Volkswagen Vento 1.2 TSI Highline AT," Rs. 7.52 Lakh
"
1338,Mahindra KUV 100 mFALCON D75 K4 Plus," Rs. 7.52 Lakh
"
1339,Mahindra Scorpio VLX AT AIRBAG BSIV," Rs. 11.39 - 12.49 Lakh
"
1340,Honda City 1.5 V AT Exclusive," Rs. 11.39 - 12.49 Lakh
"
1341,Honda City V MT AVN," Rs. 11.92 - 16.65 Lakh
"
1342,Renault Duster RXZ AWD," Rs. 11.92 - 16.65 Lakh
"
1345,Ford Ikon 1.6 ZXI NXt," Rs. 5.23 - 8.37 Lakh
"
1346,Mahindra Scorpio 2009-2014 LX 2WD 7S," Rs. 5.23 - 8.37 Lakh
"
1347,Ford Figo Aspire 1.5 Ti-VCT Titanium," Rs. 13.99 - 24.89 Lakh
"
1348,Renault Duster 110PS Diesel RxL AMT," Rs. 13.99 - 24.89 Lakh
"
1355,Volkswagen Ameo 1.2 MPI Anniversary Edition," Rs. 5.98 - 8.62 Lakh
"
1356,Toyota Camry 2.5 G," Rs. 5.98 - 8.62 Lakh
"
1357,Toyota Fortuner 4x2 AT TRD Sportivo," Rs. 6.90 - 10.00 Lakh
"
1358,Honda Jazz 1.5 V i DTEC," Rs. 6.90 - 10.00 Lakh
"
1359,Mahindra KUV 100 mFALCON D75 K8," Rs. 21.20 - 30.96 Lakh
"
1360,Honda Jazz Mode," Rs. 21.20 - 30.96 Lakh
"
1361,Maruti Esteem LX BSII," Rs. 8.20 - 10.42 Lakh
"
1362,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV," Rs. 8.20 - 10.42 Lakh
"
1363,Skoda Laura RS," Rs. 36.33 Lakh
"
1364,Honda City i DTec S," Rs. 36.33 Lakh
"
1365,Tata New Safari 4X4 EX," Rs. 11.92 - 16.65 Lakh
"
1366,Renault KWID 1.0 RXL," Rs. 11.92 - 16.65 Lakh
"
1367,Maruti Ciaz RS ZXi Plus," Rs. 4.70 - 6.45 Lakh
"
1368,Maruti Zen Estilo 1.1 VXI BSIII," Rs. 4.70 - 6.45 Lakh
"
1369,Maruti Ritz LXI," Rs. 11.19 - 20.15 Lakh
"
1370,Toyota Corolla Altis 1.8 Limited Edition," Rs. 11.19 - 20.15 Lakh
"
1371,Toyota Etios VXD," Rs. 16.45 - 20.19 Lakh
"
1372,Skoda Superb 2.8 V6 AT," Rs. 16.45 - 20.19 Lakh
"
1375,Mercedes-Benz New C-Class C220 CDI Executive Edition," Rs. 38.17 Lakh
"
1376,Ford Endeavour 4x2 XLT," Rs. 38.17 Lakh
"
1377,Ford Figo Petrol EXI," Rs. 29.20 - 36.27 Lakh
"
1378,Tata Indica Vista TDI LS," Rs. 29.20 - 36.27 Lakh
"
1379,Volvo XC60 D4 Summum," Rs. 4.14 - 6.70 Lakh
"
1380,Datsun Redi GO Sport," Rs. 4.14 - 6.70 Lakh
"
1381,Hyundai Verna 1.6 CRDi AT S," Rs. 4.12 - 7.00 Lakh
"
1382,Tata Indica V2 DLS BSIII," Rs. 4.12 - 7.00 Lakh
"
1383,Honda Mobilio E i DTEC," Rs. 3.77 - 5.11 Lakh
"
1384,Ford Fusion Plus 1.4 TDCi Diesel," Rs. 3.77 - 5.11 Lakh
"
1385,Hyundai Xcent 1.1 CRDi SX Option," Rs. 11.39 - 12.49 Lakh
"
1386,Ford Fiesta 1.4 Duratec EXI Limited Edition," Rs. 11.39 - 12.49 Lakh
"
1387,BMW 5 Series 530i Sedan," Rs. 6.21 - 10.51 Lakh
"
1388,Fiat Grande Punto 1.4 Emotion," Rs. 6.21 - 10.51 Lakh
"
1389,Volvo XC90 2007-2015 D5 AT AWD," Rs. 4.73 - 7.93 Lakh
"
1390,BMW 3 Series 320i," Rs. 4.73 - 7.93 Lakh
"
1391,Volkswagen Jetta 2007-2011 1.9 TDI Trendline," Rs. 72.90 Lakh
"
1392,Maruti Grand Vitara MT," Rs. 72.90 Lakh
"
1395,Honda Jazz Active," Rs. 7.04 - 11.25 Lakh
"
1396,Maruti Ritz ZXI," Rs. 7.04 - 11.25 Lakh
"
1397,Toyota Fortuner TRD Sportivo 2.8 2WD AT," Rs. 7.52 - 13.04 Lakh
"
1398,Tata Nano Cx BSIV," Rs. 7.52 - 13.04 Lakh
"
1399,Skoda Superb Ambition 2.0 TDI CR AT," Rs. 8.00 - 15.60 Lakh
"
1400,Tata Tigor 1.05 Revotorq XT," Rs. 8.00 - 15.60 Lakh
"
1401,Mahindra Scorpio SLX," Rs. 6.00 - 9.45 Lakh
"
1402,Audi A4 35 TDI Technology Edition," Rs. 6.00 - 9.45 Lakh
"
1403,Honda Civic 2006-2010 1.8 MT Sport," Rs. 46.99 - 55.84 Lakh
"
1404,Mercedes-Benz E-Class 2009-2013 E250 CDI Classic," Rs. 46.99 - 55.84 Lakh
"
1407,BMW 6 Series 650i Coupe," Rs. 36.33 Lakh
"
1408,Skoda Fabia 1.2 Petrol Active," Rs. 36.33 Lakh
"
1409,Fiat Siena 1.2 ELX," Rs. 7.89 Lakh
"
1410,Ford Fiesta 1.6 ZXi Duratec," Rs. 7.89 Lakh
"
1411,Tata Indica Vista Quadrajet 90 ZX Plus," Rs. 7.91 - 11.69 Lakh
"
1412,Hyundai i20 Active 1.4 SX," Rs. 7.91 - 11.69 Lakh
"
1413,Ford EcoSport 1.5 TDCi Trend Plus BE," Rs. 7.04 - 11.25 Lakh
"
1414,Maruti Alto LXi BSII," Rs. 7.04 - 11.25 Lakh
"
1415,Hyundai Verna 1.6 CRDi AT SX," Rs. 4.23 - 6.21 Lakh
"
1416,Mercedes-Benz SLK-Class 55 AMG," Rs. 4.23 - 6.21 Lakh
"
1419,Mercedes-Benz E-Class 2015-2017 E 200 CGI," Rs. 4.73 - 7.93 Lakh
"
1420,Jaguar XF Aero Sport Edition," Rs. 4.73 - 7.93 Lakh
"
1421,Maruti 1000 AC," Rs. 49.77 - 76.00 Lakh
"
1422,Ford Fiesta 1.5 TDCi Titanium," Rs. 49.77 - 76.00 Lakh
"
1423,Mercedes-Benz SL-Class SL 500," Rs. 7.91 - 11.69 Lakh
"
1424,Skoda Rapid 1.6 MPI AT Ambition Plus," Rs. 7.91 - 11.69 Lakh
"
1425,Hyundai Verna Xi (Petrol)," Rs. 7.89 - 14.40 Lakh
"
1426,Ford Ikon 1.6 CLXI," Rs. 7.89 - 14.40 Lakh
"
1427,Honda Civic 2010-2013 1.8 V AT Sunroof," Rs. 7.91 - 11.69 Lakh
"
1428,Hyundai Santa Fe 4X2," Rs. 7.91 - 11.69 Lakh
"
1431,Audi A3 35 TDI Premium," Rs. 4.23 - 6.21 Lakh
"
1432,BMW 7 Series 2007-2012 730Ld," Rs. 4.23 - 6.21 Lakh
"
1433,Mitsubishi Lancer GLXD," Rs. 72.90 Lakh
"
1434,Volkswagen Jetta 2012-2014 2.0L TDI Highline," Rs. 72.90 Lakh
"
1435,BMW 5 Series 2003-2012 540i Sedan," Rs. 11.56 - 19.40 Lakh
"
1436,BMW 6 Series 630i Coupe," Rs. 11.56 - 19.40 Lakh
"
1441,Land Rover Range Rover 3.6 TDV8 Vogue SE," Rs. 13.99 - 24.89 Lakh
"
1442,Tata Indica V2 DLX," Rs. 13.99 - 24.89 Lakh
"
1443,Hyundai Santro Xing XL AT eRLX Euro II," Rs. 3.77 - 5.11 Lakh
"
1444,BMW Z4 2009-2013 Roadster 2.5i," Rs. 3.77 - 5.11 Lakh
"
1445,Hyundai Santro Xing XL AT eRLX Euro III," Rs. 92.90 Lakh
"
1446,Toyota Prius 2009-2016 Z4," Rs. 92.90 Lakh
"
1447,Chevrolet Optra Magnum 1.6 LS Petrol," Rs. 11.14 - 19.99 Lakh
"
1448,Hyundai Xcent 1.1 CRDi SX," Rs. 11.14 - 19.99 Lakh
"
1449,Nissan Micra Active XV S," Rs. 11.11 - 20.50 Lakh
"
1450,Land Rover Discovery Sport TD4 S," Rs. 11.11 - 20.50 Lakh
"
1453,Fiat Punto 1.4 Emotion," Rs. 13.99 - 24.89 Lakh
"
1454,Tata Indica V2 DLE BSIII," Rs. 13.99 - 24.89 Lakh
"
1455,Tata Nano STD SE," Rs. 10.00 Lakh
"
1456,Maruti Swift VXI BSIII W/ ABS," Rs. 10.00 Lakh
"
1457,Force One LX 4x4," Rs. 11.19 - 20.15 Lakh
"
1458,Honda Jazz S," Rs. 11.19 - 20.15 Lakh
"
1463,Maruti Versa DX2 BS II," Rs. 66.99 - 73.79 Lakh
"
1464,Skoda Fabia 1.2 MPI Classic," Rs. 66.99 - 73.79 Lakh
"
1465,Ford Fiesta 1.6 ZXi ABS," Rs. 7.89 - 14.40 Lakh
"
1466,Ford Fiesta Diesel Trend," Rs. 7.89 - 14.40 Lakh
"
1467,Mercedes-Benz E-Class E 200 CGI," Rs. 9.99 Lakh
"
1468,Hyundai Sonata 2.4 GDI," Rs. 9.99 Lakh
"
1469,Tata New Safari Dicor EX 4X2," Rs. 11.11 - 20.50 Lakh
"
1470,BMW 3 Series 330 Ci Convertible," Rs. 11.11 - 20.50 Lakh
"
1471,Jaguar XJ 5.0 L V8 Supercharged," Rs. 92.90 Lakh
"
1472,Chevrolet Aveo 1.6 LT," Rs. 92.90 Lakh
"
1473,Mercedes-Benz GLC 220d Celebration Edition," Rs. 4.43 - 5.88 Lakh
"
1474,BMW 3 Series 320d Dynamic," Rs. 4.43 - 5.88 Lakh
"
1475,Audi A4 1.8 TFSI Technology Edition," Rs. 72.90 Lakh
"
1476,Skoda Rapid 1.5 TDI Ambition," Rs. 72.90 Lakh
"
1477,Tata Indica V2 2001-2011 eLS," Rs. 7.89 - 14.40 Lakh
"
1478,Maruti Zen VXi - BS III," Rs. 7.89 - 14.40 Lakh
"
1479,Chevrolet Enjoy Petrol LS 7 Seater," Rs. 11.19 - 20.15 Lakh
"
1480,Hyundai Getz 1.3 GLS," Rs. 11.19 - 20.15 Lakh
"
1481,Tata Safari Storme 2012-2015 EX," Rs. 11.11 - 20.50 Lakh
"
1482,Maruti Swift Dzire ZDi," Rs. 11.11 - 20.50 Lakh
"
1483,Force One LX ABS 7 Seating," Rs. 6.84 - 10.19 Lakh
"
1484,Maruti Swift LXI BSIV," Rs. 6.84 - 10.19 Lakh
"
1485,Mercedes-Benz E-Class 230," Rs. 6.49 - 9.64 Lakh
"
1486,Nissan Terrano XL Plus 85 PS," Rs. 6.49 - 9.64 Lakh
"
1487,Volkswagen Jetta 2012-2014 2.0L TDI Highline AT," Rs. 10.00 - 14.65 Lakh
"
1488,Tata New Safari DICOR 2.2 VX 4x4," Rs. 10.00 - 14.65 Lakh
"
1489,BMW 3 Series 330d Convertible," Rs. 15.50 - 27.25 Lakh
"
1490,Maruti Ritz VDI (ABS) BS IV," Rs. 15.50 - 27.25 Lakh
"
1491,BMW 5 Series 2010-2013 530d," Rs. 11.19 - 20.15 Lakh
"
1492,Hyundai Verna XXi ABS (Petrol)," Rs. 11.19 - 20.15 Lakh
"
1493,Tata Indica V2 DL BSIII," Rs. 11.11 Lakh
"
1494,Mercedes-Benz CLA 200 D Sport Edition," Rs. 11.11 Lakh
"
1497,Ford Figo 1.5D Trend MT," Rs. 92.90 Lakh
"
1498,Honda Accord 2001-2003 2.0 AT," Rs. 92.90 Lakh
"
1501,Maruti A-Star AT VXI," Rs. 8.19 - 11.29 Lakh
"
1502,Renault Pulse Petrol RxZ," Rs. 8.19 - 11.29 Lakh
"
1503,Hyundai i20 Active 1.2 S," Rs. 6.10 Lakh
"
1504,Maruti Swift Dzire LXi," Rs. 6.10 Lakh
"
1505,Tata Indigo LX BSII," Rs. 6.84 - 10.19 Lakh
"
1506,Mahindra XUV500 W10 1.99 mHawk," Rs. 6.84 - 10.19 Lakh
"
1507,Hyundai Elantra CRDi S," Rs. 7.99 - 15.57 Lakh
"
1508,BMW X3 xDrive 20d Expedition," Rs. 7.99 - 15.57 Lakh
"
1509,Skoda Laura L n K 1.9 PD AT," Rs. 75.80 - 77.80 Lakh
"
1510,Hyundai i20 2015-2017 Sportz 1.2," Rs. 75.80 - 77.80 Lakh
"
1511,Ford EcoSport 1.5 Ti VCT MT Signature," Rs. 7.04 - 11.25 Lakh
"
1512,Ford Endeavour XLT TDCi 4X4," Rs. 7.04 - 11.25 Lakh
"
1513,Nissan Sunny XL CVT," Rs. 29.20 - 36.27 Lakh
"
1514,Toyota Camry W2 (AT)," Rs. 29.20 - 36.27 Lakh
"
1515,Maruti Wagon R LX BSII," Rs. 48.00 Lakh
"
1516,Mahindra Scorpio S10 7 Seater," Rs. 48.00 Lakh
"
1517,Tata Nano CX," Rs. 14.49 Lakh
"
1518,Volkswagen Vento IPL II Petrol Trendline," Rs. 14.49 Lakh
"
1519,Hyundai Verna 1.4 CRDi," Rs. 11.56 Lakh
"
1520,Mahindra Scorpio 2.6 SLX CRDe," Rs. 11.56 Lakh
"
1521,Maruti Wagon R Duo LX BSIII," Rs. 13.99 - 24.89 Lakh
"
1522,Tata Indigo CS eGLX BS IV," Rs. 13.99 - 24.89 Lakh
"
1523,Porsche Cayenne 2009-2014 Diesel," Rs. 3.83 - 5.28 Lakh
"
1524,Bentley Continental Flying Spur," Rs. 3.83 - 5.28 Lakh
"
1527,Land Rover Discovery Sport SD4 HSE Luxury," Rs. 11.11 - 20.50 Lakh
"
1528,Mitsubishi Pajero 2.8 SFX 7Str," Rs. 11.11 - 20.50 Lakh
"
1529,Hyundai Creta 1.4 CRDi S Plus," Rs. 28.36 - 29.93 Lakh
"
1530,Honda Mobilio RS Option i DTEC," Rs. 28.36 - 29.93 Lakh
"
1531,Volvo XC60 D4 SUMMUM," Rs. 5.98 - 8.62 Lakh
"
1532,Hyundai Verna 1.6 i ABS," Rs. 5.98 - 8.62 Lakh
"
1533,Porsche Panamera 2010 2013 Diesel," Rs. 5.98 - 8.62 Lakh
"
1534,Hyundai i20 1.4 Asta Optional With Sunroof," Rs. 5.98 - 8.62 Lakh
"
1535,Hyundai Elite i20 Diesel Asta Option," Rs. 7.04 - 11.25 Lakh
"
1536,Chevrolet Optra 1.6 LT Royale," Rs. 7.04 - 11.25 Lakh
"
1537,Toyota Qualis Fleet A3," Rs. 4.43 - 5.88 Lakh
"
1538,Skoda Rapid Ultima 1.6 MPI Ambition Plus," Rs. 4.43 - 5.88 Lakh
"
1539,Toyota Etios VD SP," Rs. 7.89 - 14.40 Lakh
"
1540,Maruti Omni 5 Seater BSIV," Rs. 7.89 - 14.40 Lakh
"
1541,Mitsubishi Pajero Sport Anniversary Edition," Rs. 7.52 Lakh
"
1542,Mercedes-Benz S Class 2005 2013 S 300 L," Rs. 7.52 Lakh
"
1545,Tata New Safari EX 4x2," Rs. 8.47 Lakh
"
1546,Nissan Terrano XL Plus ICC WT20 SE," Rs. 8.47 Lakh
"
1547,Volkswagen Vento Konekt Diesel Highline," Rs. 10.00 - 14.65 Lakh
"
1548,Lamborghini Gallardo Coupe," Rs. 10.00 - 14.65 Lakh
"
1549,Mahindra KUV 100 mFALCON G80 K8," Rs. 3.22 Crore
"
1550,Skoda Superb 1.8 TSI," Rs. 3.22 Crore
"
1553,Toyota Innova Crysta 2.4 G MT 8S," Rs. 6.49 - 9.64 Lakh
"
1554,Renault Duster 85PS Diesel RxL Explore," Rs. 6.49 - 9.64 Lakh
"
1557,Audi A4 2.0 TDI Celebration Edition," Rs. 11.56 - 19.40 Lakh
"
1558,Hyundai i20 Diesel Asta Option," Rs. 11.56 - 19.40 Lakh
"
1559,Toyota Etios V," Rs. 12.69 Lakh
"
1560,Renault Duster 110PS Diesel RXZ Optional with Nav," Rs. 12.69 Lakh
"
1563,Mahindra Scorpio 1.99 S4 Plus," Rs. 72.90 Lakh
"
1564,Skoda Laura Classic 1.8 TSI," Rs. 72.90 Lakh
"
1565,Maruti Swift Dzire VXI Optional," Rs. 7.89 - 14.40 Lakh
"
1566,Maruti Alto K10 LXI CNG," Rs. 7.89 - 14.40 Lakh
"
1567,Mahindra Scorpio VLX 2WD Airbag BSIII," Rs. 8.47 Lakh
"
1568,Ford Figo Aspire 1.5 TDCi Titanium Plus," Rs. 8.47 Lakh
"
1569,Mahindra Jeep MM 540 DP," Rs. 5.23 - 8.37 Lakh
"
1570,Skoda Laura L and K AT," Rs. 5.23 - 8.37 Lakh
"
1571,Mercedes-Benz New C-Class C 200 AVANTGARDE," Rs. 7.89 - 14.40 Lakh
"
1572,Skoda Rapid Ultima 1.6 TDI Elegance," Rs. 7.89 - 14.40 Lakh
"
1573,Tata Indica LEI," Rs. 7.89 - 14.40 Lakh
"
1574,Mahindra Xylo D4," Rs. 7.89 - 14.40 Lakh
"
1575,Hyundai i20 2015-2017 Magna," Rs. 8.59 - 12.07 Lakh
"
1576,Tata New Safari DICOR 2.2 VX 4x2," Rs. 8.59 - 12.07 Lakh
"
1577,Hyundai Elantra SX," Rs. 15.50 - 27.25 Lakh
"
1578,Maruti Wagon R Duo Lxi," Rs. 15.50 - 27.25 Lakh
"
1579,Volkswagen Polo IPL II 1.2 Petrol Highline," Rs. 5.65 - 7.48 Lakh
"
1580,Mahindra Xylo D4 BSIV," Rs. 5.65 - 7.48 Lakh
"
1581,Maruti Swift AMT ZXI," Rs. 7.99 - 15.57 Lakh
"
1582,Skoda Laura 1.8 TSI Ambition," Rs. 7.99 - 15.57 Lakh
"
1583,Honda Civic 2010-2013 1.8 S MT Inspire," Rs. 7.89 - 14.40 Lakh
"
1584,Chevrolet Sail Hatchback 1.2," Rs. 7.89 - 14.40 Lakh
"
